# time 'Ca' 'D34:75:137_PP2ACa' 'D34:75:137_PP2APCa' 'D34:75_PP2ACa' 'D34:75_PP2APCa' 'D75:137_PP2ACa' 'D75:137_PP2APCa' 'D75_PP2ACa' 'D75_PP2APCa' 'PP2ACa' 'PP2ACa_PKA' 'PP2APCa' 'PP2BinactiveCa2_1' 'PP2BinactiveCa2_2' 'PP2BinactiveCa2_3' 'PP2BinactiveCa2_4' 'PP2BinactiveCa2_5' 'PP2BinactiveCa2_6'
 0.000000E+00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 5.000000E-01 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
 1.000000E+00 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 3 1
 1.500000E+00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 5 1
 2.000000E+00 1 0 0 0 0 0 0 0 0 0 0 0 1 2 1 3 3 1
 2.500000E+00 1 0 0 0 0 0 0 0 0 0 0 0 2 2 1 4 2 1
 3.000000E+00 6 0 0 0 0 0 0 0 0 0 0 0 2 2 0 4 2 2
 3.500000E+00 3 0 0 0 0 0 0 0 0 0 0 0 5 3 2 2 2 1
 4.000000E+00 0 0 0 0 0 0 0 0 0 0 0 0 3 3 4 3 3 1
 4.500000E+00 3 0 0 0 0 0 0 0 0 0 0 0 3 3 4 0 5 0
 5.000000E+00 5 0 0 0 0 0 0 0 0 0 0 0 5 3 4 3 7 1
 5.500000E+00 2 0 0 0 0 0 0 0 0 1 0 0 5 3 2 5 9 4
 6.000000E+00 7 0 0 0 0 0 0 0 0 0 0 0 5 3 3 5 6 5
 6.500000E+00 3 0 0 0 0 0 0 0 0 0 0 0 5 5 5 6 4 5
 7.000000E+00 2 0 0 0 0 0 0 0 0 0 0 0 6 7 5 7 3 4
 7.500000E+00 5 0 0 0 0 0 0 0 0 0 0 0 6 3 7 8 3 7
 8.000000E+00 4 0 0 0 0 0 0 0 0 0 0 0 8 5 6 4 2 8
 8.500000E+00 2 0 0 0 0 0 0 0 0 1 0 0 9 8 4 5 2 9
 9.000000E+00 4 0 0 0 0 0 0 0 0 1 0 0 5 10 6 8 2 8
 9.500000E+00 3 0 0 0 0 0 0 0 0 0 0 0 6 10 4 8 3 6
 1.000000E+01 5 0 0 0 0 0 0 0 0 0 0 0 9 8 6 8 2 11
 1.050000E+01 4 0 0 0 0 0 0 0 0 0 0 0 7 12 9 10 4 5
 1.100000E+01 8 0 0 0 0 0 0 0 0 0 0 0 5 11 5 11 8 5
 1.150000E+01 4 0 0 0 0 0 0 0 0 0 0 0 9 5 9 14 8 5
 1.200000E+01 6 0 0 0 0 0 0 0 0 0 0 0 11 5 4 13 12 6
 1.250000E+01 6 0 0 0 0 0 0 0 0 0 0 0 9 6 8 14 7 8
 1.300000E+01 4 0 0 0 0 0 0 0 0 1 0 0 9 10 7 16 8 9
 1.350000E+01 2 0 0 0 0 0 0 0 0 1 0 0 11 13 11 9 7 9
 1.400000E+01 7 0 0 0 0 0 0 0 0 1 0 0 12 9 11 8 11 7
 1.450000E+01 7 0 0 0 0 0 0 0 0 0 0 0 6 13 7 11 12 6
 1.500000E+01 3 0 0 0 0 0 0 0 0 0 0 0 10 8 11 13 15 8
 1.550000E+01 5 0 0 0 0 0 0 0 0 0 0 0 13 5 12 9 9 10
 1.600000E+01 9 0 0 0 0 0 0 0 0 0 0 0 12 10 10 10 5 8
 1.650000E+01 7 0 0 0 0 0 0 0 0 0 0 0 11 9 11 11 5 9
 1.700000E+01 5 0 0 0 0 0 0 0 0 0 0 0 10 10 13 9 11 13
 1.750000E+01 8 0 0 0 0 0 0 0 0 0 0 0 14 13 9 7 10 15
 1.800000E+01 9 0 0 0 0 0 0 0 0 0 0 0 12 12 10 11 12 17
 1.850000E+01 4 0 0 0 0 0 0 0 0 0 0 0 8 14 13 13 16 9
 1.900000E+01 6 0 0 0 0 0 0 0 0 0 0 0 15 9 14 9 14 9
 1.950000E+01 4 0 0 0 0 0 0 0 0 0 0 0 14 14 12 15 12 7
 2.000000E+01 4 0 0 0 0 0 0 0 0 0 0 0 10 7 9 16 18 11
 2.050000E+01 6 0 0 0 0 0 0 0 0 0 0 0 7 9 14 15 22 11
 2.100000E+01 6 0 0 0 0 0 0 0 0 0 0 0 10 13 13 12 15 10
 2.150000E+01 8 0 0 0 0 0 0 0 0 0 0 0 10 15 12 10 15 11
 2.200000E+01 9 0 0 0 0 0 0 0 0 0 0 0 11 11 14 13 11 10
 2.250000E+01 6 0 0 0 0 0 0 0 0 0 0 0 12 11 21 13 10 9
 2.300000E+01 7 0 0 0 0 0 0 0 0 0 0 0 10 11 18 13 12 13
 2.350000E+01 4 0 0 0 0 0 0 0 0 2 0 0 14 16 16 16 10 10
 2.400000E+01 7 0 0 0 0 0 0 0 0 2 0 0 18 16 9 10 11 12
 2.450000E+01 7 0 0 0 0 0 0 1 0 1 0 0 21 15 13 13 9 12
 2.500000E+01 12 0 0 0 0 0 0 0 0 0 0 0 20 10 13 11 9 11
 2.550000E+01 9 0 0 0 0 0 0 0 0 0 0 0 18 16 13 10 12 8
 2.600000E+01 2 0 0 0 0 0 0 0 0 0 0 0 14 17 14 13 12 15
