# time 'Ca' 'D34:75:137_PP2ACa' 'D34:75:137_PP2APCa' 'D34:75_PP2ACa' 'D34:75_PP2APCa' 'D75:137_PP2ACa' 'D75:137_PP2APCa' 'D75_PP2ACa' 'D75_PP2APCa' 'PP2ACa' 'PP2ACa_PKA' 'PP2APCa' 'PP2BinactiveCa2_1' 'PP2BinactiveCa2_2' 'PP2BinactiveCa2_3' 'PP2BinactiveCa2_4' 'PP2BinactiveCa2_5' 'PP2BinactiveCa2_6'
 0.000000E+00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 5.000000E-01 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0
 1.000000E+00 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 3 0
 1.500000E+00 5 0 0 0 0 0 0 0 0 0 0 0 1 1 2 1 2 2
 2.000000E+00 2 0 0 0 0 0 0 0 0 1 0 0 2 4 2 1 4 1
 2.500000E+00 4 0 0 0 0 0 0 0 0 0 0 0 5 3 1 3 5 2
 3.000000E+00 3 0 0 0 0 0 0 0 0 0 0 0 6 4 2 3 4 5
 3.500000E+00 2 0 0 0 0 0 0 0 0 0 0 0 6 7 4 2 5 4
 4.000000E+00 5 0 0 0 0 0 0 0 0 0 0 0 6 7 5 3 8 3
 4.500000E+00 3 0 0 0 0 0 0 0 0 0 0 0 6 7 4 3 10 5
 5.000000E+00 3 0 0 0 0 0 0 0 0 0 0 0 4 6 6 7 13 3
 5.500000E+00 3 0 0 0 0 0 0 0 0 0 0 0 3 5 5 10 10 5
 6.000000E+00 7 0 0 0 0 0 0 0 0 0 0 0 1 4 5 6 12 7
 6.500000E+00 10 0 0 0 0 0 0 0 0 0 0 0 3 7 7 6 7 5
 7.000000E+00 0 0 0 0 0 0 0 0 0 0 0 0 4 7 6 6 13 6
 7.500000E+00 7 0 0 0 0 0 0 0 0 0 0 0 3 9 6 8 7 8
 8.000000E+00 2 0 0 0 0 0 0 0 0 0 0 0 5 13 5 9 8 8
 8.500000E+00 4 0 0 0 0 0 0 0 0 0 0 0 6 10 11 7 4 9
 9.000000E+00 3 0 0 0 0 0 0 0 0 0 0 0 3 9 13 9 6 9
 9.500000E+00 3 0 0 0 0 0 0 0 0 0 0 0 4 11 10 12 4 11
 1.000000E+01 3 0 0 0 0 0 0 0 0 0 0 0 1 10 10 12 10 9
 1.050000E+01 5 0 0 0 0 0 0 0 0 0 0 0 3 11 13 9 11 11
 1.100000E+01 6 0 0 0 0 0 0 0 0 0 0 0 7 10 8 7 12 12
 1.150000E+01 6 0 0 0 0 0 0 0 0 0 0 0 13 8 12 6 7 12
 1.200000E+01 2 0 0 0 0 0 0 0 0 0 0 0 10 9 13 9 4 10
 1.250000E+01 7 0 0 0 0 0 0 0 0 0 0 0 10 9 7 11 13 6
 1.300000E+01 7 0 0 0 0 0 0 0 0 0 0 0 7 10 9 10 8 13
 1.350000E+01 4 0 0 0 0 0 0 0 0 0 0 0 11 8 14 7 11 8
 1.400000E+01 6 0 0 0 0 0 0 0 0 0 0 0 19 9 14 9 8 5
 1.450000E+01 5 0 0 0 0 0 0 0 0 0 0 0 10 12 16 10 7 7
 1.500000E+01 9 0 0 0 0 0 0 0 0 0 0 0 9 12 13 6 10 11
 1.550000E+01 6 0 0 0 0 0 0 0 0 0 0 0 11 12 8 8 16 8
 1.600000E+01 2 0 0 0 0 0 0 0 0 0 0 0 13 11 6 7 18 9
 1.650000E+01 7 0 0 0 0 0 0 0 0 0 0 0 11 14 7 8 13 12
 1.700000E+01 5 0 0 0 0 0 0 0 0 0 0 0 13 11 9 8 15 14
 1.750000E+01 4 0 0 0 0 0 0 0 0 0 0 0 8 15 10 11 10 12
 1.800000E+01 6 0 0 0 0 0 0 0 0 0 0 0 14 8 14 13 8 14
 1.850000E+01 6 0 0 0 0 0 0 0 0 0 0 0 12 10 13 10 6 20
 1.900000E+01 7 0 0 0 0 0 0 0 0 0 0 0 12 12 10 13 11 16
 1.950000E+01 7 0 0 0 0 0 0 0 0 0 0 0 15 9 12 8 12 15
 2.000000E+01 11 0 0 0 0 0 0 0 0 0 0 0 11 8 9 12 17 12
 2.050000E+01 4 0 0 0 0 0 0 0 0 0 0 0 17 11 12 11 17 11
 2.100000E+01 4 0 0 0 0 0 0 0 0 0 0 0 13 16 12 15 13 9
 2.150000E+01 8 0 0 0 0 0 0 0 0 0 0 0 13 12 8 16 15 7
 2.200000E+01 10 0 0 0 0 0 0 0 0 0 0 0 9 9 13 18 10 5
 2.250000E+01 7 0 0 0 0 0 0 0 0 0 0 0 9 8 13 21 14 11
 2.300000E+01 10 0 0 0 0 0 0 0 0 0 0 0 9 13 12 19 12 13
 2.350000E+01 6 0 0 0 0 0 0 0 0 1 0 0 14 12 9 17 9 14
 2.400000E+01 3 0 0 0 0 0 0 0 0 0 0 0 16 10 9 13 17 16
