# time 'Ca' 'D34:75:137_PP2ACa' 'D34:75:137_PP2APCa' 'D34:75_PP2ACa' 'D34:75_PP2APCa' 'D75:137_PP2ACa' 'D75:137_PP2APCa' 'D75_PP2ACa' 'D75_PP2APCa' 'PP2ACa' 'PP2ACa_PKA' 'PP2APCa' 'PP2BinactiveCa2_1' 'PP2BinactiveCa2_2' 'PP2BinactiveCa2_3' 'PP2BinactiveCa2_4' 'PP2BinactiveCa2_5' 'PP2BinactiveCa2_6'
 0.000000E+00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 5.000000E-01 2 0 0 0 0 0 0 0 0 0 0 0 1 1 0 2 0 0
 1.000000E+00 1 0 0 0 0 0 0 0 0 0 0 0 1 2 1 2 1 1
 1.500000E+00 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 1 2
 2.000000E+00 2 0 0 0 0 0 0 0 0 0 0 0 1 1 2 5 2 2
 2.500000E+00 2 0 0 0 0 0 0 0 0 0 0 0 1 2 2 9 2 2
 3.000000E+00 5 0 0 0 0 0 0 0 0 0 0 0 1 6 2 3 3 4
 3.500000E+00 3 0 0 0 0 0 0 0 0 0 0 0 0 4 2 6 2 8
 4.000000E+00 1 0 0 0 0 0 0 0 0 0 0 0 1 5 1 7 4 6
 4.500000E+00 5 0 0 0 0 0 0 0 0 0 0 0 3 4 2 9 4 4
 5.000000E+00 2 0 0 0 0 0 0 0 0 0 0 0 4 5 1 7 5 4
 5.500000E+00 5 0 0 0 0 0 0 0 0 0 0 0 2 7 4 6 7 5
 6.000000E+00 3 0 0 0 0 0 0 0 0 2 0 0 3 6 7 7 6 3
 6.500000E+00 4 0 0 0 0 0 0 0 0 0 0 0 5 7 7 7 7 4
 7.000000E+00 5 0 0 0 0 0 0 0 0 0 0 0 7 10 5 9 7 2
 7.500000E+00 3 0 0 0 0 0 0 0 0 0 0 0 7 8 6 7 7 4
 8.000000E+00 7 0 0 0 0 0 0 0 0 0 0 0 10 7 13 5 5 1
 8.500000E+00 3 0 0 0 0 0 0 0 0 0 0 0 9 8 13 9 6 1
 9.000000E+00 0 0 0 0 0 0 0 0 0 0 0 0 5 7 14 9 6 5
 9.500000E+00 3 0 0 0 0 0 0 0 0 0 0 0 6 9 12 4 8 5
 1.000000E+01 0 0 0 0 0 0 0 0 0 0 0 0 5 10 15 6 9 8
 1.050000E+01 0 0 0 0 0 0 0 0 0 0 0 0 8 8 8 11 5 9
 1.100000E+01 5 0 0 0 0 0 0 0 0 0 0 0 10 11 6 8 3 8
 1.150000E+01 5 0 0 0 0 0 0 0 0 1 0 0 8 6 4 8 12 9
