# time 'Ca' 'D34:75:137_PP2ACa' 'D34:75:137_PP2APCa' 'D34:75_PP2ACa' 'D34:75_PP2APCa' 'D75:137_PP2ACa' 'D75:137_PP2APCa' 'D75_PP2ACa' 'D75_PP2APCa' 'PP2ACa' 'PP2ACa_PKA' 'PP2APCa' 'PP2BinactiveCa2_1' 'PP2BinactiveCa2_2' 'PP2BinactiveCa2_3' 'PP2BinactiveCa2_4' 'PP2BinactiveCa2_5' 'PP2BinactiveCa2_6'
 0.000000E+00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 5.000000E-01 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0
 1.000000E+00 4 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 1
 1.500000E+00 1 0 0 0 0 0 0 0 0 0 0 0 4 3 0 0 0 1
 2.000000E+00 3 0 0 0 0 0 0 0 0 0 0 0 3 4 3 0 1 2
 2.500000E+00 3 0 0 0 0 0 0 0 0 0 0 0 3 3 2 1 1 2
 3.000000E+00 3 0 0 0 0 0 0 0 0 0 0 0 3 2 2 3 2 2
 3.500000E+00 3 0 0 0 0 0 0 0 0 0 0 0 4 2 2 3 2 4
 4.000000E+00 2 0 0 0 0 0 0 0 0 0 0 0 4 2 2 2 4 4
 4.500000E+00 4 0 0 0 0 0 0 0 0 1 0 0 4 3 2 2 7 4
 5.000000E+00 4 0 0 0 0 0 0 0 0 1 0 0 6 3 4 3 5 5
 5.500000E+00 3 0 0 0 0 0 0 0 0 1 0 0 8 5 8 2 5 3
 6.000000E+00 3 0 0 0 0 0 0 0 0 1 0 0 7 6 4 6 5 4
 6.500000E+00 3 0 0 0 0 0 0 0 0 0 0 0 7 5 8 7 4 5
 7.000000E+00 4 0 0 0 0 0 0 0 0 0 0 0 8 6 8 7 2 7
 7.500000E+00 8 0 0 0 0 0 0 0 0 0 0 0 5 11 7 4 1 9
 8.000000E+00 5 0 0 0 0 0 0 0 0 0 0 0 6 8 5 5 8 6
 8.500000E+00 5 0 0 0 0 0 0 0 0 0 0 0 11 6 3 10 6 6
 9.000000E+00 4 0 0 0 0 0 0 0 0 0 0 0 5 7 7 8 7 10
 9.500000E+00 7 0 0 0 0 0 0 0 0 0 0 0 8 9 6 9 4 6
 1.000000E+01 2 0 0 0 0 0 0 0 0 0 0 0 9 12 5 7 8 7
 1.050000E+01 5 0 0 0 0 0 0 0 0 0 0 0 7 10 4 5 7 7
 1.100000E+01 6 0 0 0 0 0 0 0 0 0 0 0 7 6 10 11 4 9
 1.150000E+01 4 0 0 0 0 0 0 0 0 0 0 0 10 7 7 11 4 11
 1.200000E+01 4 0 0 0 0 0 0 0 0 0 0 0 7 11 9 11 6 9
 1.250000E+01 9 0 0 0 0 0 0 0 0 0 0 0 11 5 8 9 7 12
 1.300000E+01 6 0 0 0 0 0 0 0 0 0 0 0 9 9 10 9 9 8
 1.350000E+01 2 0 0 0 0 0 0 0 0 0 0 0 9 14 6 5 10 11
 1.400000E+01 3 0 0 0 0 0 0 0 0 0 0 0 13 12 6 10 9 10
 1.450000E+01 4 0 0 0 0 0 0 0 0 1 0 0 8 11 6 10 5 9
 1.500000E+01 6 0 0 0 0 0 0 0 0 0 0 0 9 13 7 7 12 10
 1.550000E+01 4 0 0 0 0 0 0 0 0 0 0 0 10 10 9 7 9 12
 1.600000E+01 7 0 0 0 0 0 0 0 0 0 0 0 13 11 5 9 9 9
 1.650000E+01 6 0 0 0 0 0 0 0 0 0 0 0 9 9 9 8 6 14
 1.700000E+01 4 0 0 0 0 0 0 0 0 0 0 0 9 7 7 5 11 12
 1.750000E+01 5 0 0 0 0 0 0 0 0 0 0 0 9 3 8 5 18 19
 1.800000E+01 7 0 0 0 0 0 0 0 0 0 0 0 6 7 15 6 13 17
 1.850000E+01 8 0 0 0 0 0 0 0 0 0 0 0 6 11 18 9 10 12
 1.900000E+01 4 0 0 0 0 0 0 0 0 0 0 0 8 10 14 12 13 12
 1.950000E+01 3 0 0 0 0 0 0 0 0 0 0 0 10 14 17 9 11 13
 2.000000E+01 8 0 0 0 0 0 0 0 0 0 0 0 7 8 12 12 9 13
 2.050000E+01 3 0 0 0 0 0 0 0 0 0 0 0 8 9 16 13 12 16
 2.100000E+01 5 0 0 0 0 0 0 0 0 0 0 0 11 7 14 16 11 12
 2.150000E+01 8 0 0 0 0 0 0 0 0 0 0 0 11 12 14 15 16 9
 2.200000E+01 3 0 0 0 0 0 0 0 0 0 0 0 13 14 13 14 16 10
 2.250000E+01 5 0 0 0 0 0 0 0 0 0 0 0 12 11 11 13 16 11
 2.300000E+01 6 0 0 0 0 0 0 0 0 0 0 0 15 10 10 10 17 14
 2.350000E+01 7 0 0 0 0 0 0 0 0 0 0 0 14 13 7 10 14 8
 2.400000E+01 7 0 0 0 0 0 0 0 0 0 0 0 13 9 12 12 15 13
 2.450000E+01 8 0 0 0 0 0 0 0 0 0 0 0 16 10 10 11 12 17
 2.500000E+01 4 0 0 0 0 0 0 0 0 0 0 0 24 7 11 8 14 16
