# time 'cAMP_on' 'free_Ca2+' 'all_Ca2+' 'PKAa!_' 'PKAa?' 'CDK5!_' 'CK1u~?' 'PP2Ap~?' 'PP2Aca_!' 'PP2C!_' 'PP2Ba~?' 'PDEp~?' 'DARPP_unphosph~?' 'Thr75~?' 'Thr34~?' 'Ser137~?' 'Thr75:Ser137~?' 'Thr34:Thr75~?' 'Thr34:Ser137~?' 'Thr34:Thr75:Ser137~?' 'D34*~?' 'D75*~?' 'D137*~?'
 0.000000E+00 0 0 0 0 0 0 0 0 0 0 0 0 3000 0 0 0 0 0 0 0 0 0 0
 5.000000E-01 0 1 1 0 0 73 0 0 0 0 0 0 2897 103 0 0 0 0 0 0 0 103 0
 1.000000E+00 0 1 3 0 0 75 0 0 0 0 0 0 2812 188 0 0 0 0 0 0 0 188 0
 1.500000E+00 0 1 5 0 0 81 0 0 0 0 0 0 2730 270 0 0 0 0 0 0 0 270 0
 2.000000E+00 0 1 5 0 0 74 0 0 0 0 0 0 2661 339 0 0 0 0 0 0 0 339 0
 2.500000E+00 0 3 9 0 0 75 0 0 0 0 0 0 2602 398 0 0 0 0 0 0 0 398 0
 3.000000E+00 0 1 13 0 0 74 0 0 0 0 0 0 2544 456 0 0 0 0 0 0 0 456 0
 3.500000E+00 0 2 18 0 0 72 0 0 0 0 0 0 2492 508 0 0 0 0 0 0 0 508 0
 4.000000E+00 0 2 22 0 0 69 0 0 0 0 0 0 2439 561 0 0 0 0 0 0 0 561 0
 4.500000E+00 0 2 30 0 0 68 0 0 0 0 0 0 2400 600 0 0 0 0 0 0 0 600 0
 5.000000E+00 0 1 33 0 0 65 0 0 0 0 0 0 2351 649 0 0 0 0 0 0 0 649 0
 5.500000E+00 0 2 34 0 0 66 0 0 0 0 0 0 2317 683 0 0 0 0 0 0 0 683 0
 6.000000E+00 0 1 37 0 0 66 0 0 0 0 0 0 2277 723 0 0 0 0 0 0 0 723 0
 6.500000E+00 0 2 40 0 0 66 0 0 0 0 1 0 2234 766 0 0 0 0 0 0 0 766 0
 7.000000E+00 0 4 44 0 0 67 1 0 0 0 0 0 2205 794 0 0 1 0 0 0 0 795 1
 7.500000E+00 0 3 45 0 0 56 1 0 0 0 0 0 2186 811 0 1 2 0 0 0 0 813 3
 8.000000E+00 0 7 47 0 0 62 0 0 0 0 0 0 2168 829 0 1 2 0 0 0 0 831 3
 8.500000E+00 0 6 48 0 0 64 0 0 0 0 1 0 2156 841 0 2 1 0 0 0 0 842 3
 9.000000E+00 0 3 51 0 0 63 0 0 0 1 0 0 2123 875 0 1 1 0 0 0 0 876 2
 9.500000E+00 0 2 52 0 0 64 0 0 0 0 0 0 2085 914 0 1 0 0 0 0 0 914 1
 1.000000E+01 0 2 54 0 0 65 0 0 0 0 0 0 2090 909 0 1 0 0 0 0 0 909 1
 1.050000E+01 0 3 57 0 0 59 0 0 0 0 0 0 2071 928 0 1 0 0 0 0 0 928 1
 1.100000E+01 0 1 61 0 0 66 0 0 0 0 1 0 2059 940 0 1 0 0 0 0 0 940 1
 1.150000E+01 0 4 64 0 0 66 0 0 0 0 1 0 2060 939 0 0 1 0 0 0 0 940 1
 1.200000E+01 0 5 69 0 0 59 0 0 0 0 0 0 2027 972 0 0 1 0 0 0 0 973 1
 1.250000E+01 0 2 74 0 0 54 0 0 0 0 2 0 2027 972 0 0 1 0 0 0 0 973 1
 1.300000E+01 0 3 77 0 0 69 1 0 0 0 0 0 2013 985 0 1 1 0 0 0 0 986 2
 1.350000E+01 0 3 81 0 0 59 2 0 0 0 1 0 2010 989 0 1 0 0 0 0 0 989 1
 1.400000E+01 0 2 84 0 0 69 1 0 0 0 1 0 2012 985 0 2 1 0 0 0 0 986 3
 1.450000E+01 0 4 86 0 0 67 2 0 0 0 1 0 1982 1012 0 4 2 0 0 0 0 1014 6
 1.500000E+01 0 8 84 0 0 66 2 0 0 0 2 0 1976 1016 0 5 3 0 0 0 0 1019 8
 1.550000E+01 0 5 85 0 0 67 2 0 0 0 0 0 1949 1041 0 7 3 0 0 0 0 1044 10
 1.600000E+01 0 6 86 0 0 64 2 0 0 1 3 0 1948 1043 0 6 3 0 0 0 0 1046 9
 1.650000E+01 0 3 91 0 0 67 2 0 0 1 2 0 1946 1042 0 9 3 0 0 0 0 1045 12
 1.700000E+01 0 2 92 0 0 60 3 0 0 0 2 0 1947 1039 0 10 4 0 0 0 0 1043 14
 1.750000E+01 0 4 94 0 0 70 3 0 0 2 0 0 1939 1045 0 10 6 0 0 0 0 1051 16
 1.800000E+01 0 4 92 0 0 73 2 0 0 0 0 0 1940 1044 0 10 6 0 0 0 0 1050 16
 1.850000E+01 0 3 93 0 0 67 2 0 0 1 0 0 1939 1043 0 14 4 0 0 0 0 1047 18
 1.900000E+01 0 3 97 0 0 74 1 0 0 0 5 0 1911 1070 0 17 2 0 0 0 0 1072 19
 1.950000E+01 0 7 97 0 0 70 1 0 0 2 2 0 1901 1080 0 17 2 0 0 0 0 1082 19
 2.000000E+01 0 5 99 0 0 71 1 0 0 2 1 0 1909 1073 0 16 2 0 0 0 0 1075 18
 2.050000E+01 0 4 98 0 0 61 0 0 0 0 1 0 1889 1093 0 13 5 0 0 0 0 1098 18
 2.100000E+01 0 4 98 0 0 67 2 0 0 1 1 0 1894 1089 0 13 4 0 0 0 0 1093 17
 2.150000E+01 0 3 101 0 0 61 2 0 0 1 0 0 1885 1097 0 15 3 0 0 0 0 1100 18
 2.200000E+01 0 6 102 0 0 67 0 0 0 0 0 0 1878 1105 0 14 3 0 0 0 0 1108 17
 2.250000E+01 0 4 102 0 0 61 1 0 0 0 1 0 1885 1099 0 12 4 0 0 0 0 1103 16
 2.300000E+01 0 5 105 0 0 62 0 0 0 0 1 0 1892 1090 0 13 5 0 0 0 0 1095 18
 2.350000E+01 0 3 107 0 0 64 0 0 0 0 0 0 1896 1088 0 11 5 0 0 0 0 1093 16
 2.400000E+01 0 7 109 0 0 66 1 0 0 0 0 0 1886 1099 0 11 4 0 0 0 0 1103 15
 2.450000E+01 0 3 110 0 0 61 1 0 1 1 1 0 1894 1092 0 11 3 0 0 0 0 1095 14
 2.500000E+01 0 3 111 0 0 63 1 0 0 0 1 0 1909 1078 0 10 3 0 0 0 0 1081 13
 2.550000E+01 0 7 109 0 0 65 2 0 0 2 2 0 1903 1081 0 10 6 0 0 0 0 1087 16
